case_id,request_id,category,modality,layer,M,source_route,source_sha256,token_count,total_assignments,tokens,assignments,active_experts,effective_experts,expert_entropy,expert_hhi,top4_assignment_fraction,top8_assignment_fraction,mean_active_expert_m,p50_active_expert_m,p95_active_expert_m,max_expert_m,tiny_expert_le1_fraction,tiny_expert_le2_fraction,tiny_expert_le4_fraction,rank_max_mean,rank_cv,rank_max,rank_min,unique_ranks_per_token,p_u4,p_u_ge3
model_card_vision_l4_m32,model_card,chart_document,vision,4,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,32,256,32,256,64,39.23715994654144,3.6696242555880882,0.03753662109375,0.29296875,0.4453125,4.0,2.0,11.0,23,0.375,0.5625,0.734375,1.1875,0.21763106683100186,76,42,3.625,0.65625,0.96875
model_card_vision_l24_m32,model_card,chart_document,vision,24,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,32,256,32,256,63,46.5431716591236,3.8403803046523075,0.0277099609375,0.21484375,0.359375,4.063492063492063,3.0,10.0,18,0.20634920634920634,0.4603174603174603,0.7142857142857143,1.6875,0.4188257860525066,108,40,3.40625,0.46875,0.9375
model_card_vision_l44_m32,model_card,chart_document,vision,44,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,32,256,32,256,59,40.276585078764384,3.695770284682497,0.032867431640625,0.24609375,0.421875,4.338983050847458,2.0,15.0,17,0.23728813559322035,0.5084745762711864,0.7288135593220338,1.21875,0.16682934768798924,78,48,3.875,0.875,1.0
model_card_vision_l4_m64,model_card,chart_document,vision,4,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,64,512,64,512,82,50.53823980314285,3.9227302735566103,0.02896881103515625,0.248046875,0.375,6.2439024390243905,4.0,19.750000000000014,41,0.17073170731707318,0.3902439024390244,0.6097560975609756,1.3203125,0.21601244629216393,169,96,3.5625,0.578125,0.984375
model_card_vision_l24_m64,model_card,chart_document,vision,24,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,64,512,64,512,84,61.63329695117144,4.12120225942471,0.019927978515625,0.16015625,0.26953125,6.095238095238095,5.0,15.699999999999989,25,0.20238095238095238,0.2976190476190476,0.4523809523809524,1.3203125,0.2080238586827242,169,99,3.390625,0.4375,0.953125
model_card_vision_l44_m64,model_card,chart_document,vision,44,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,64,512,64,512,77,50.37705079544953,3.919535730017837,0.0265045166015625,0.205078125,0.36328125,6.64935064935065,4.0,23.200000000000003,31,0.2077922077922078,0.2987012987012987,0.5064935064935064,1.203125,0.15944009087467617,154,99,3.875,0.875,1.0
model_card_vision_l4_m128,model_card,chart_document,vision,4,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,128,1024,128,1024,111,69.01743790005914,4.2343591958573965,0.019994735717773438,0.173828125,0.2958984375,9.225225225225225,5.0,31.5,60,0.15315315315315314,0.2882882882882883,0.45045045045045046,1.3203125,0.1956832418791751,338,203,3.578125,0.609375,0.96875
model_card_vision_l24_m128,model_card,chart_document,vision,24,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,128,1024,128,1024,115,79.35243594780293,4.3738991452763045,0.015672683715820312,0.123046875,0.2216796875,8.904347826086957,7.0,25.299999999999997,36,0.13043478260869565,0.2608695652173913,0.391304347826087,1.21875,0.17774510613208525,312,188,3.4375,0.484375,0.953125
model_card_vision_l44_m128,model_card,chart_document,vision,44,128,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,128,1024,128,1024,108,74.32508462602813,4.308448507477904,0.017038345336914062,0.1376953125,0.240234375,9.481481481481481,7.0,26.64999999999999,46,0.1388888888888889,0.21296296296296297,0.37037037037037035,1.1640625,0.13691392319001472,298,213,3.78125,0.78125,1.0
model_card_vision_l4_m256,model_card,chart_document,vision,4,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,256,2048,256,2048,118,78.63580092949357,4.364827078297997,0.017078399658203125,0.15283203125,0.25537109375,17.35593220338983,11.5,51.599999999999966,109,0.03389830508474576,0.06779661016949153,0.1864406779661017,1.201171875,0.13354291339040375,615,423,3.55859375,0.5859375,0.97265625
model_card_vision_l24_m256,model_card,chart_document,vision,24,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,256,2048,256,2048,123,89.85309825345652,4.498176095144315,0.013652801513671875,0.11376953125,0.2001953125,16.650406504065042,12.0,42.89999999999999,63,0.024390243902439025,0.04878048780487805,0.18699186991869918,1.224609375,0.15533791408960962,627,408,3.54296875,0.57421875,0.96875
model_card_vision_l44_m256,model_card,chart_document,vision,44,256,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,256,2048,256,2048,116,85.02013145360753,4.442888069078679,0.01434183120727539,0.11865234375,0.20751953125,17.655172413793103,15.0,46.25,73,0.0603448275862069,0.09482758620689655,0.15517241379310345,1.203125,0.1608277177900946,616,401,3.70703125,0.72265625,0.984375
model_card_vision_l4_m512,model_card,chart_document,vision,4,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,512,4096,512,4096,124,85.37030699348554,4.446998347050487,0.015154600143432617,0.139404296875,0.23095703125,33.03225806451613,24.0,90.24999999999997,175,0.024193548387096774,0.04032258064516129,0.06451612903225806,1.16015625,0.11715697844719687,1188,852,3.517578125,0.55078125,0.966796875
model_card_vision_l24_m512,model_card,chart_document,vision,24,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,512,4096,512,4096,126,95.09388810418075,4.5548646993912225,0.012928009033203125,0.118408203125,0.20068359375,32.507936507936506,26.5,83.25,133,0.015873015873015872,0.023809523809523808,0.031746031746031744,1.14453125,0.09715938050928107,1172,923,3.595703125,0.626953125,0.96875
model_card_vision_l44_m512,model_card,chart_document,vision,44,512,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/vision.model_card.npz,c374ef68671404db637e7e86262841fe75c6c2c101ad90c2b7031e9af92f56e3,512,4096,512,4096,119,91.16234931354614,4.512641975365573,0.013149261474609375,0.115478515625,0.194091796875,34.42016806722689,32.0,80.0,154,0.025210084033613446,0.04201680672268908,0.07563025210084033,1.177734375,0.14878883944670207,1206,809,3.654296875,0.67578125,0.978515625
model_card_text_l4_m32,model_card,chart_document,text,4,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,32,256,32,256,63,39.18179846163307,3.6682123140058627,0.037445068359375,0.30078125,0.45703125,4.063492063492063,2.0,13.699999999999996,23,0.3333333333333333,0.5555555555555556,0.7301587301587301,1.15625,0.13441133229754104,74,52,3.53125,0.5625,0.96875
model_card_text_l24_m32,model_card,chart_document,text,24,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,32,256,32,256,67,37.969895186422704,3.636793613808579,0.038787841796875,0.28125,0.48046875,3.8208955223880596,2.0,14.399999999999991,21,0.4626865671641791,0.6417910447761194,0.8059701492537313,1.484375,0.36859769100267026,95,34,3.625,0.6875,0.9375
model_card_text_l44_m32,model_card,chart_document,text,44,32,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,32,256,32,256,68,43.04796355696299,3.762314925619277,0.03173828125,0.23828125,0.3984375,3.764705882352941,2.0,11.649999999999999,19,0.45588235294117646,0.5588235294117647,0.7352941176470589,1.21875,0.15108655942041965,78,52,3.65625,0.6875,0.96875
model_card_text_l4_m64,model_card,chart_document,text,4,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,64,512,64,512,76,44.266126053688566,3.7902197356570713,0.03350067138671875,0.27734375,0.427734375,6.7368421052631575,3.0,24.0,42,0.19736842105263158,0.3684210526315789,0.6052631578947368,1.1171875,0.15458092919851077,143,94,3.5,0.5625,0.9375
model_card_text_l24_m64,model_card,chart_document,text,24,64,/home/esjung/MLLM-EP-github/poc_flashvep/deepep_revalidation/results/live_prefill_execution_regime_20260821_111609/routes/text.text_16_model_card.npz,abbcf64293850cec093971f018b449ff2132a4d83d093cc5fd35b5f3a7dbe3cf,64,512,64,512,78,40.929946968844945,3.7118619948485723,0.0363922119140625,0.27734375,0.462890625,6.564102564102564,3.0,31.299999999999983,39,0.3076923076923077,0.4358974358974359,0.6538461538461539,1.546875,0.3904687187374937,198,74,3.625,0.65625,0.96875
