request_id,condition,rep,wave,layer,worker_dp_rank,ep_rank,total_assignments,local_rows,expert_ms,dispatch_ms,combine_ms,active_experts_local,expert_max_assignments_local,expert_mean_assignments_local,expert_load_cv_local,tiny_expert_fraction_local,expert_histogram
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,0,0,0,3991.0,3313,0.5221440196037292,0.5733759999275208,0.46454399824142456,11,1847.0,249.4375,1.8822355458193434,0.2727272727272727,"[690, 2, 2, 684, 106, 2, 322, 17, 0, 0, 0, 138, 1847, 0, 181, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,1,0,0,8684.0,5416,0.6765760183334351,0.3962239921092987,0.24038399755954742,15,1470.0,542.75,0.9159939614665908,0.2,"[6, 2, 1016, 410, 858, 2, 1088, 486, 1470, 513, 4, 194, 0, 1174, 1180, 281]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,2,0,0,3381.0,3118,0.5175679922103882,0.38960000872612,0.4673599898815155,15,1321.0,211.3125,1.7859174984784738,0.4,"[118, 2, 3, 2, 114, 549, 2, 12, 150, 1, 937, 134, 35, 0, 1, 1321]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,3,0,0,4968.0,3400,0.542527973651886,0.35625600814819336,0.33638399839401245,13,882.0,310.5,0.8647253033474418,0.07692307692307693,"[2, 378, 523, 399, 504, 780, 256, 422, 0, 222, 8, 373, 882, 219, 0, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,4,0,0,7308.0,6026,0.7526080012321472,0.38070398569107056,0.21942399442195892,14,5340.0,456.75,2.790216889902908,0.21428571428571427,"[2, 475, 6, 2, 94, 47, 93, 6, 0, 0, 19, 427, 5340, 4, 214, 579]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,5,0,0,8164.0,6240,0.7447680234909058,0.3685440123081207,0.24595199525356293,14,5498.0,510.25,2.600363819385646,0.42857142857142855,"[26, 2, 4, 2, 5498, 3, 162, 3, 222, 1309, 248, 0, 241, 443, 0, 1]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,6,0,0,1657.0,1627,0.4368959963321686,0.34409600496292114,0.582207977771759,13,1032.0,103.5625,2.516422221317989,0.6153846153846154,"[41, 2, 2, 424, 2, 2, 2, 2, 99, 0, 1, 0, 1032, 44, 0, 4]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,7,0,0,4541.0,4048,0.6002560257911682,0.48710399866104126,0.3789120018482208,13,2700.0,283.8125,2.2639611959642987,0.23076923076923078,"[29, 4, 5, 270, 196, 2, 14, 2, 0, 467, 388, 143, 321, 0, 0, 2700]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,8,0,0,5432.0,4192,0.6266559958457947,0.30214399099349976,0.32099199295043945,15,1780.0,339.5,1.4794864530203786,0.26666666666666666,"[2, 2, 43, 468, 622, 357, 557, 2, 5, 1780, 115, 1278, 2, 0, 82, 117]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,9,0,0,18030.0,6684,0.9421120285987854,0.3850240111351013,0.17961600422859192,16,4990.0,1126.875,1.547056364428282,0.375,"[4990, 2, 4954, 2, 2, 3, 1289, 2, 474, 27, 221, 1497, 4, 3871, 572, 120]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,10,0,0,16124.0,6469,0.8461120128631592,0.24729600548744202,0.18063999712467194,14,4662.0,1007.75,1.5153251748024843,0.35714285714285715,"[2564, 4662, 2, 210, 2, 3210, 3205, 6, 1, 2150, 1, 0, 93, 3, 15, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,11,0,0,8146.0,5040,0.6494399905204773,0.4097279906272888,0.3670400083065033,13,2532.0,509.125,1.5407398212161558,0.3076923076923077,"[47, 2, 2, 2532, 1730, 3, 963, 211, 20, 4, 0, 0, 0, 7, 1022, 1603]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,12,0,0,7589.0,6148,0.7466880083084106,0.49980801343917847,0.23347200453281403,15,5326.0,474.3125,2.810007462761933,0.4,"[17, 190, 37, 2, 59, 4, 2, 2, 1901, 7, 4, 5326, 0, 3, 26, 9]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,13,0,0,4105.0,3329,0.5308799743652344,0.7433279752731323,0.47654399275779724,14,1395.0,256.5625,1.6467376157631983,0.42857142857142855,"[499, 325, 3, 2, 2, 3, 43, 2, 0, 0, 3, 399, 223, 1395, 1182, 24]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,14,0,0,12588.0,6584,0.8188480138778687,0.35625600814819336,0.1900160014629364,15,5730.0,786.75,1.9706257513241603,0.2,"[41, 6, 5730, 2, 612, 1508, 117, 4, 6, 679, 48, 90, 0, 1, 3513, 231]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,15,0,0,11824.0,6455,0.8094080090522766,0.35177600383758545,0.18851199746131897,16,5368.0,739.0,1.9407061787314495,0.25,"[2012, 2, 5368, 22, 3, 206, 2, 2, 71, 7, 80, 368, 119, 568, 2871, 123]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,16,0,0,1115.0,1068,0.42454400658607483,0.3654080033302307,0.6711360216140747,15,472.0,69.6875,1.780996790185555,0.3333333333333333,"[2, 26, 3, 10, 72, 2, 472, 10, 33, 8, 214, 0, 216, 41, 4, 2]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,17,0,0,3229.0,3115,0.5287359952926636,0.8503360152244568,0.5373439788818359,15,2355.0,201.8125,2.794388944389838,0.3333333333333333,"[49, 100, 17, 296, 2, 2, 31, 2, 15, 13, 0, 1, 301, 2355, 43, 2]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,18,0,0,2572.0,2398,0.49689599871635437,0.30668801069259644,0.5604479908943176,14,1227.0,160.75,2.390008585330077,0.5714285714285714,"[13, 2, 3, 1227, 2, 2, 5, 2, 165, 1, 0, 0, 1114, 34, 1, 1]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,19,0,0,3714.0,3337,0.514240026473999,0.3750399947166443,0.48921599984169006,13,2635.0,232.125,2.729361609403039,0.3076923076923077,"[36, 14, 2, 138, 2, 2, 3, 9, 0, 450, 2635, 6, 84, 0, 0, 333]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,20,0,0,9187.0,5741,0.8701760172843933,0.37993600964546204,0.18003199994564056,15,1726.0,574.1875,1.0056127973752753,0.2,"[1040, 2, 354, 627, 689, 785, 1351, 2, 0, 1726, 1460, 986, 2, 77, 63, 23]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,21,0,0,18521.0,6614,0.9337599873542786,0.24739199876785278,0.18502399325370789,16,5953.0,1157.5625,1.3771646569531952,0.375,"[1994, 2, 5953, 2, 2, 2, 1791, 2, 1074, 19, 333, 2710, 4, 3105, 939, 589]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,22,0,0,11395.0,6078,0.7668480277061462,0.5201280117034912,0.31248000264167786,14,3873.0,712.1875,1.6926643056020692,0.2857142857142857,"[1595, 3873, 2, 143, 2, 134, 144, 6, 2030, 371, 3, 0, 3083, 1, 8, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,23,0,0,12570.0,6453,0.7965440154075623,0.5371840000152588,0.18531200289726257,14,5497.0,785.625,1.9627867017781353,0.21428571428571427,"[27, 3, 6, 770, 3624, 194, 1966, 130, 4, 3, 0, 14, 0, 190, 5497, 142]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,24,0,0,7021.0,6247,0.7344319820404053,0.38147199153900146,0.5040959715843201,14,5731.0,438.8125,3.143599306082457,0.42857142857142855,"[30, 615, 6, 2, 2, 2, 2, 2, 549, 35, 4, 5731, 0, 0, 24, 17]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,25,0,0,7756.0,5312,0.6700800061225891,0.49007999897003174,0.30297601222991943,14,3683.0,484.75,1.9101270534852566,0.35714285714285715,"[972, 739, 4, 2, 2, 2, 24, 4, 139, 0, 0, 10, 854, 3683, 1293, 28]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,26,0,0,9172.0,6381,0.7256960272789001,0.3999040126800537,0.2247679978609085,16,5493.0,573.25,2.314008620918175,0.125,"[59, 6, 5493, 3, 599, 1310, 30, 16, 24, 983, 10, 5, 120, 102, 409, 3]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,27,0,0,11757.0,6291,0.7683200240135193,0.41679999232292175,0.178847998380661,16,3903.0,734.8125,1.5319055842476361,0.1875,"[219, 2, 3903, 18, 2, 1182, 12, 2, 201, 14, 38, 2506, 511, 343, 2297, 507]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,28,0,0,3475.0,2904,0.5065600275993347,0.3554239869117737,0.5268480181694031,16,1330.0,217.1875,1.7723525610739255,0.3125,"[2, 34, 2, 13, 481, 2, 990, 213, 24, 18, 1330, 32, 310, 20, 2, 2]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,29,0,0,9541.0,6252,0.7796800136566162,0.36847999691963196,0.291456013917923,14,5775.0,596.3125,2.3747062693747094,0.2857142857142857,"[23, 78, 13, 1309, 5, 3, 35, 2, 10, 1, 0, 0, 1353, 5775, 933, 1]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,30,0,0,3698.0,3412,0.5381119847297668,0.3824320137500763,0.5421440005302429,14,2317.0,231.125,2.398814181772727,0.2857142857142857,"[182, 3, 3, 233, 7, 2, 2317, 3, 45, 473, 0, 0, 269, 136, 11, 14]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,31,0,0,3900.0,3535,0.5285760164260864,0.3507840037345886,0.5257599949836731,15,2548.0,243.75,2.5184211787147674,0.3333333333333333,"[41, 21, 3, 164, 4, 2, 21, 30, 0, 253, 2548, 611, 93, 1, 2, 106]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,32,0,0,15164.0,6565,0.8446400165557861,0.45795199275016785,0.18028800189495087,15,2980.0,947.75,1.0267885334663784,0.2,"[1297, 2, 1575, 1985, 1088, 1278, 2643, 2, 0, 298, 2980, 1597, 1, 302, 41, 75]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,33,0,0,14992.0,6349,0.8605440258979797,0.3547840118408203,0.1789119988679886,16,3658.0,937.0,1.316138956457202,0.3125,"[917, 2, 3658, 2, 864, 3, 236, 3, 232, 16, 204, 1143, 4, 2814, 1432, 3462]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,34,0,0,8595.0,5444,0.6850879788398743,0.35529598593711853,0.3079040050506592,13,4219.0,537.1875,1.9859848585292479,0.15384615384615385,"[863, 4219, 25, 260, 10, 1931, 3, 241, 496, 405, 133, 0, 0, 1, 8, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,35,0,0,9408.0,5655,0.7093120217323303,0.3683840036392212,0.33846399188041687,14,3434.0,588.0,1.645891929095033,0.0,"[38, 5, 5, 805, 285, 390, 3434, 245, 9, 15, 0, 136, 0, 200, 1504, 2337]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,36,0,0,6555.0,6133,0.7013120055198669,0.3364480137825012,0.2821759879589081,14,5821.0,409.6875,3.415658206865646,0.2857142857142857,"[27, 291, 10, 2, 6, 2, 3, 133, 160, 37, 4, 5821, 0, 0, 45, 14]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,37,0,0,7044.0,5039,0.6701440215110779,0.4191359877586365,0.3036800026893616,15,2406.0,440.25,1.703838234828529,0.26666666666666666,"[751, 525, 22, 2, 4, 2, 26, 4, 14, 0, 9, 123, 1036, 2094, 2406, 26]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,38,0,0,10328.0,6524,0.7854719758033752,0.3367680013179779,0.2916800081729889,16,5362.0,645.5,2.0089439244640586,0.0625,"[54, 6, 5362, 23, 440, 291, 1750, 65, 1, 463, 20, 33, 881, 628, 294, 17]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,39,0,0,11032.0,5985,0.7518720030784607,0.40614399313926697,0.2950719892978668,16,3601.0,689.5,1.5071172602377358,0.125,"[313, 2, 2737, 8, 9, 1431, 6, 2, 1110, 16, 92, 565, 373, 762, 3601, 5]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,40,0,0,2995.0,2766,0.48710399866104126,0.3479039967060089,0.44646400213241577,16,1216.0,187.1875,1.7453927515930803,0.3125,"[2, 103, 2, 6, 1216, 2, 627, 3, 26, 5, 194, 44, 208, 550, 2, 5]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,41,0,0,5437.0,4871,0.6341440081596375,0.4248960018157959,0.38447999954223633,15,3166.0,339.8125,2.370936106639701,0.3333333333333333,"[32, 404, 22, 96, 2, 2, 1410, 2, 1, 2, 63, 208, 0, 3166, 21, 6]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,42,0,0,5840.0,4105,0.6045119762420654,0.46540799736976624,0.3831680119037628,12,2300.0,365.0,1.766679884904245,0.0,"[336, 5, 1627, 46, 408, 18, 18, 18, 472, 7, 0, 0, 0, 0, 2300, 585]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,43,0,0,9166.0,5890,0.7191359996795654,0.4028480052947998,0.29465600848197937,12,5204.0,572.875,2.249587963835226,0.25,"[2, 65, 742, 116, 20, 2, 813, 335, 1, 22, 1844, 5204, 0, 0, 0, 0]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,44,0,0,13105.0,6282,0.7978879809379578,0.3530240058898926,0.1793919950723648,16,5372.0,819.0625,1.7489520322827696,0.25,"[39, 3, 1564, 8, 2, 619, 494, 1617, 1, 151, 9, 190, 2993, 42, 1, 5372]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,45,0,0,6290.0,4147,0.5915200114250183,0.3940480053424835,0.32422399520874023,14,2859.0,393.125,1.89011459449756,0.21428571428571427,"[2, 370, 1522, 226, 2859, 32, 12, 540, 2, 0, 144, 1, 8, 561, 0, 11]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,46,0,0,3501.0,2593,0.4880639910697937,0.3877120018005371,0.4310080111026764,14,1345.0,218.8125,1.981512725061238,0.21428571428571427,"[3, 433, 4, 10, 62, 29, 15, 2, 46, 0, 46, 134, 0, 1345, 50, 1322]"
qwen_ep8_balanced_2k_rep1,balanced_2k,1,6,47,0,0,5504.0,3892,0.6292480230331421,0.3527680039405823,0.39875200390815735,14,2274.0,344.0,1.6865097474102513,0.2857142857142857,"[375, 2, 2, 13, 2, 2, 817, 955, 0, 187, 193, 62, 554, 0, 2274, 66]"
